caseid_new,s2,partner_deceased,respondent_yrsed,partner_yrsed,q23,hhinc,same_sex_couple,s1a,respondent_race,partner_race,age_difference,q21b,ppage,q9,parental_approval,w3_q5,w3_q1,relationship_quality,w2w3_combo_breakup,w3_broke_up,w3_days_elapsed,w3_q10,w3_q10,q32_internet,pppartyid3,q12,papreligion,q7b,ppmarit,w4_attractive,w4_attractive_partner
1144612,MISSING,0,20,16,2,27250,0,MISSING,0,0,11,42,61,72,MISSING,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,0,0,2,2,1,MISSING,MISSING
1939622,OTHER,MISSING,12,,MISSING,17250,MISSING,MISSING,0,MISSING,,,62,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,1,MISSING,MISSING
3439471,MISSING,0,14,13,0,45000,0,MISSING,0,0,2,25,47,49,1,MISSING,0,4,0,0,786,MISSING,MISSING,0,0,0,3,3,0,1,0
831431,MISSING,0,12,11,3,80000,0,MISSING,5,5,3,21,43,40,1,MISSING,0,4,0,0,797,MISSING,MISSING,0,0,0,2,2,0,1,1
2371312,0,0,17,12,2,37250,0,MISSING,1,1,23,29,31,54,1,MISSING,MISSING,3,1,MISSING,,MISSING,MISSING,0,1,1,0,0,1,MISSING,MISSING
435535,OTHER,MISSING,17,,MISSING,80000,MISSING,MISSING,0,MISSING,,,53,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,1,MISSING,4,MISSING,MISSING
4541251,MISSING,0,13,12,2,112250,0,MISSING,5,0,4,21,25,29,1,MISSING,0,4,0,0,814,MISSING,MISSING,0,0,4,10,12,0,MISSING,MISSING
3757616,0,0,16,17,0,137250,1,MISSING,0,0,0,44,61,61,MISSING,0,MISSING,4,0,0,792,MISSING,MISSING,0,1,1,1,2,5,1,1
1374731,MISSING,0,7.5,12,0,37250,0,MISSING,0,0,4,22,73,69,MISSING,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,1,1,2,0,0,MISSING,MISSING
787561,MISSING,0,13,16,1,112250,0,MISSING,0,0,15,51,56,41,MISSING,MISSING,0,4,0,0,774,MISSING,MISSING,0,0,1,11,2,0,1,0
2806576,0,0,16,16,0,22250,1,MISSING,0,0,11,55,57,46,MISSING,0,MISSING,3,0,0,844,MISSING,MISSING,0,0,3,2,12,5,MISSING,MISSING
4517611,MISSING,0,7.5,7.5,0,67250,0,MISSING,0,0,4,13,61,65,MISSING,MISSING,0,3,0,0,763,MISSING,MISSING,0,1,0,0,0,0,MISSING,MISSING
2600415,0,0,16,12,0,67250,1,MISSING,0,0,1,39,41,40,1,MISSING,MISSING,4,1,MISSING,,MISSING,MISSING,1,1,1,2,10,4,MISSING,MISSING
2056495,OTHER,MISSING,12,,MISSING,17250,MISSING,MISSING,0,MISSING,,,49,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,4,MISSING,MISSING
4207235,OTHER,MISSING,16,,MISSING,11250,MISSING,MISSING,5,MISSING,,,23,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,10,MISSING,4,MISSING,MISSING
4307423,OTHER,0,12,12,2,17250,0,MISSING,2,2,5,30,42,47,MISSING,0,MISSING,4,0,0,741,MISSING,MISSING,0,2,4,12,0,2,3,MISSING
1127351,MISSING,0,14,17,2,112250,0,MISSING,0,0,4,21,35,31,1,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,1,1,1,2,0,MISSING,MISSING
2666271,0,0,14,14,2,8750,0,MISSING,0,0,4,26,27,23,1,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,0,4,12,10,0,MISSING,MISSING
4316396,0,0,12,10,2,22250,0,MISSING,0,0,1,25,39,40,0,0,MISSING,3,0,0,754,MISSING,MISSING,0,1,0,12,10,5,MISSING,MISSING
4373503,OTHER,MISSING,12,,MISSING,6250,MISSING,MISSING,1,MISSING,,,50,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,12,MISSING,2,MISSING,MISSING
1124611,MISSING,0,13,12,2,55000,0,MISSING,0,0,4,19,61,65,1,MISSING,0,4,0,0,773,MISSING,MISSING,0,1,1,2,2,0,MISSING,MISSING
277391,MISSING,0,13,12,1,27250,0,MISSING,0,0,4,23,39,35,1,MISSING,0,4,0,0,776,MISSING,MISSING,0,0,2,2,2,0,3,0
2635305,0,0,16,14,2,45000,0,MISSING,5,0,4,30,30,26,0,MISSING,MISSING,2,MISSING,MISSING,,MISSING,MISSING,0,0,4,0,10,4,MISSING,MISSING
304561,MISSING,0,16,13,0,162250,0,MISSING,0,0,23,44,56,33,MISSING,MISSING,0,4,0,0,774,MISSING,MISSING,0,0,0,12,10,0,2,0
1752521,MISSING,0,12,13,0,112250,0,MISSING,0,0,5,46,52,57,MISSING,MISSING,0,4,0,0,774,MISSING,MISSING,0,1,4,2,1,0,0,0
1043811,MISSING,0,12,13,0,45000,0,MISSING,0,0,4,21,81,77,MISSING,MISSING,0,4,0,0,774,MISSING,MISSING,0,0,0,1,1,0,3,0
979711,MISSING,0,2.5,12,2,37250,0,MISSING,0,0,5,22,71,76,MISSING,MISSING,0,4,0,0,845,MISSING,MISSING,0,2,4,2,2,0,MISSING,MISSING
2860413,OTHER,MISSING,12,,MISSING,2500,MISSING,MISSING,1,MISSING,,,41,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,10,MISSING,2,MISSING,MISSING
2699215,OTHER,MISSING,12,,MISSING,112250,MISSING,MISSING,0,MISSING,,,21,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,1,MISSING,4,MISSING,MISSING
1210536,0,0,17,17,2,137250,1,MISSING,0,5,2,49,53,55,0,0,MISSING,4,0,0,773,MISSING,MISSING,0,1,1,12,12,5,1,1
603205,OTHER,MISSING,12,,MISSING,67250,MISSING,MISSING,0,MISSING,,,20,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,1,MISSING,4,MISSING,MISSING
509391,MISSING,0,14,13,0,67250,0,MISSING,0,0,0,22,39,39,1,MISSING,0,3,0,0,773,MISSING,MISSING,0,0,4,10,12,0,2,1
2889285,OTHER,MISSING,13,,MISSING,45000,MISSING,MISSING,0,MISSING,,,28,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,2,MISSING,12,MISSING,4,MISSING,MISSING
1358455,0,0,16,12,0,45000,0,MISSING,0,0,13,43,45,32,1,0,MISSING,4,0,0,791,MISSING,MISSING,0,1,1,2,12,4,1,1
2359435,OTHER,MISSING,12,,MISSING,92250,MISSING,MISSING,0,MISSING,,,43,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,11,MISSING,4,MISSING,MISSING
1498471,MISSING,0,12,17,2,137250,0,MISSING,0,0,2,20,47,49,0,MISSING,0,4,0,0,781,MISSING,MISSING,0,0,0,4,4,0,0,0
968782,OTHER,MISSING,12,,MISSING,17250,MISSING,MISSING,0,MISSING,,,78,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,10,MISSING,1,MISSING,MISSING
634595,OTHER,MISSING,12,,MISSING,8750,MISSING,MISSING,0,MISSING,,,59,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,4,MISSING,MISSING
1515601,MISSING,0,17,16,0,80000,0,MISSING,0,0,0,22,60,60,1,MISSING,0,4,0,0,776,MISSING,MISSING,0,1,1,1,12,0,MISSING,MISSING
2805475,OTHER,MISSING,20,,MISSING,80000,MISSING,MISSING,0,MISSING,,,47,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,4,MISSING,MISSING
165625,OTHER,MISSING,20,,MISSING,45000,MISSING,MISSING,0,MISSING,,,62,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,0,MISSING,4,MISSING,MISSING
2995451,MISSING,0,16,20,2,162250,0,MISSING,0,0,2,16,45,43,MISSING,MISSING,0,4,0,0,770,MISSING,MISSING,0,1,1,11,11,0,1,1
493702,OTHER,MISSING,12,,MISSING,37250,MISSING,MISSING,1,MISSING,,,70,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,2,MISSING,1,MISSING,MISSING
1058195,0,0,12,16,2,137250,0,MISSING,0,0,4,19,19,23,1,MISSING,MISSING,3,1,MISSING,,MISSING,MISSING,0,0,1,2,2,4,MISSING,MISSING
1572443,OTHER,MISSING,12,,MISSING,22250,MISSING,MISSING,0,MISSING,,,44,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,0,MISSING,2,MISSING,MISSING
2876526,0,0,16,16,2,67250,1,MISSING,0,0,3,44,52,49,1,MISSING,MISSING,2,MISSING,MISSING,,MISSING,MISSING,1,1,1,12,1,5,MISSING,MISSING
4431503,MISSING,0,16,17,0,92250,0,MISSING,0,0,1,47,50,51,1,MISSING,0,4,0,0,738,MISSING,MISSING,0,0,1,1,1,2,1,1
81286,OTHER,0,16,16,0,67250,0,MISSING,0,0,1,25,28,29,1,MISSING,0,4,0,0,781,MISSING,MISSING,1,0,2,0,1,5,2,0
4254681,MISSING,0,16,12,0,92250,0,MISSING,0,0,11,32,68,57,1,MISSING,0,3,0,0,740,MISSING,MISSING,0,0,1,2,2,0,2,2
505381,MISSING,0,16,14,1,162250,0,MISSING,0,0,3,17,38,41,1,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,1,2,4,12,0,MISSING,MISSING
2863466,OTHER,0,13,12,0,27250,0,MISSING,0,2,4,35,46,50,1,MISSING,MISSING,2,MISSING,MISSING,,MISSING,MISSING,0,0,4,0,12,5,MISSING,MISSING
1591601,MISSING,0,12,13,1,45000,0,MISSING,0,0,11,45,60,49,MISSING,MISSING,0,3,0,0,845,MISSING,MISSING,0,0,4,2,1,0,1,1
55365,0,0,14,12,2,55000,0,0,1,1,1,31,36,37,1,1,MISSING,3,1,1,730,1,1,1,1,1,0,0,4,MISSING,MISSING
2606331,MISSING,0,12,13,2,67250,0,MISSING,5,5,0,21,33,33,1,MISSING,0,4,0,0,772,MISSING,MISSING,0,0,2,10,8,0,2,0
1834215,0,0,13,13,2,112250,0,MISSING,0,4,1,19,21,20,1,0,MISSING,4,0,0,774,MISSING,MISSING,0,1,1,12,0,4,0,0
1511571,MISSING,0,12,12,2,67250,0,MISSING,0,0,4,18,57,61,MISSING,MISSING,0,4,0,0,773,MISSING,MISSING,0,1,0,1,1,0,2,2
3778515,0,0,13,16,2,200000,1,MISSING,1,0,8,50,51,59,0,0,MISSING,3,0,0,762,MISSING,MISSING,1,1,0,10,2,4,2,0
1228415,0,0,17,17,0,67250,1,MISSING,0,0,9,41,41,32,1,MISSING,MISSING,4,1,MISSING,,MISSING,MISSING,0,1,1,2,5,4,MISSING,MISSING
816456,0,0,17,16,2,112250,1,MISSING,3,0,2,38,45,43,1,0,MISSING,3,0,0,774,MISSING,MISSING,0,1,2,12,12,5,1,1
1537541,MISSING,0,13,17,2,200000,0,MISSING,0,0,7,41,54,47,1,MISSING,0,4,0,0,792,MISSING,MISSING,0,1,1,12,12,0,1,1
1912446,0,0,17,12,0,67250,0,MISSING,0,0,8,28,44,52,1,MISSING,0,4,0,0,774,MISSING,MISSING,0,1,0,2,0,5,1,1
1672325,0,0,13,13,2,112250,0,MISSING,0,0,0,16,32,32,1,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,1,1,12,10,4,MISSING,MISSING
2895566,0,0,13,16,0,27250,1,MISSING,0,0,7,20,56,63,1,0,MISSING,4,0,0,849,MISSING,MISSING,0,1,1,12,12,5,MISSING,MISSING
4534431,OTHER,MISSING,17,,MISSING,80000,MISSING,MISSING,0,MISSING,,,43,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,10,MISSING,0,MISSING,MISSING
4096646,MISSING,0,17,16,0,55000,1,MISSING,0,0,9,35,64,73,MISSING,MISSING,0,4,0,0,747,MISSING,MISSING,0,1,1,12,1,5,1,0
2706493,OTHER,MISSING,16,,MISSING,45000,MISSING,MISSING,1,MISSING,,,49,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,1,MISSING,2,MISSING,MISSING
320631,MISSING,0,12,13,0,37250,0,MISSING,0,0,4,32,63,59,MISSING,MISSING,0,3,0,0,774,MISSING,MISSING,0,0,3,12,12,0,1,2
4336615,OTHER,MISSING,12,,MISSING,22250,MISSING,MISSING,0,MISSING,,,61,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,12,MISSING,4,MISSING,MISSING
2145295,0,0,13,16,2,67250,0,MISSING,0,3,10,24,29,39,1,MISSING,MISSING,3,1,MISSING,,MISSING,MISSING,0,1,1,1,10,4,MISSING,MISSING
1681661,MISSING,0,12,17,2,92250,0,MISSING,0,0,10,36,66,56,MISSING,MISSING,MISSING,3,0,MISSING,,MISSING,MISSING,0,1,1,2,0,0,2,1
3227752,0,0,20,17,0,92250,0,MISSING,0,0,5,74,75,70,MISSING,0,MISSING,3,0,0,770,MISSING,MISSING,0,1,1,2,12,1,1,1
2277506,0,0,13,12,0,22250,0,MISSING,5,0,10,36,50,60,MISSING,0,MISSING,0,0,0,851,MISSING,MISSING,0,1,1,11,12,5,MISSING,MISSING
2144501,MISSING,0,13,13,0,67250,0,MISSING,0,0,0,23,50,50,1,MISSING,0,3,0,0,758,MISSING,MISSING,0,0,4,0,10,0,3,1
853265,OTHER,MISSING,14,,MISSING,45000,MISSING,MISSING,0,MISSING,,,26,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,4,MISSING,MISSING
1828271,MISSING,0,12,13,2,67250,0,MISSING,0,0,7,23,27,34,1,MISSING,0,3,0,0,775,MISSING,MISSING,0,0,0,8,8,0,1,1
2549605,0,0,13,20,2,6250,0,MISSING,0,0,2,59,60,58,MISSING,1,MISSING,4,1,1,770,0,0,0,1,1,4,2,4,MISSING,MISSING
604521,MISSING,0,12,11,0,22250,0,MISSING,5,0,3,16,52,55,1,MISSING,MISSING,2,MISSING,MISSING,,MISSING,MISSING,0,1,4,0,12,0,1,1
3522285,OTHER,MISSING,12,,MISSING,55000,MISSING,MISSING,0,MISSING,,,28,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,0,MISSING,4,MISSING,MISSING
396291,MISSING,0,16,16,2,22250,0,MISSING,0,0,1,18,29,30,1,MISSING,0,4,0,0,775,MISSING,MISSING,0,0,2,0,0,0,2,1
4059602,OTHER,0,13,13,0,200000,0,MISSING,0,0,0,19,60,60,0,MISSING,MISSING,2,MISSING,MISSING,,MISSING,MISSING,0,0,1,2,12,1,MISSING,MISSING
1190613,OTHER,MISSING,14,,MISSING,13750,MISSING,MISSING,0,MISSING,,,61,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,12,MISSING,2,MISSING,MISSING
2595533,MISSING,0,13,13,1,55000,1,MISSING,0,4,2,43,53,51,0,MISSING,0,4,0,0,774,MISSING,MISSING,0,1,1,10,10,2,2,1
3092431,MISSING,0,12,12,2,22250,0,MISSING,0,0,0,20,43,43,1,MISSING,0,4,0,0,770,MISSING,MISSING,0,1,1,1,2,0,1,MISSING
1577546,0,0,16,14,0,112250,1,MISSING,0,0,20,50,54,34,1,0,MISSING,4,0,0,787,MISSING,MISSING,0,1,1,4,2,5,0,0
1092291,MISSING,0,16,13,0,67250,0,MISSING,0,0,1,22,29,30,1,MISSING,0,4,0,0,790,MISSING,MISSING,0,1,2,0,0,0,1,1
1775535,OTHER,MISSING,16,,MISSING,45000,MISSING,MISSING,0,MISSING,,,53,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,1,MISSING,4,MISSING,MISSING
2622321,MISSING,0,16,17,0,112250,0,MISSING,5,4,2,20,32,30,1,MISSING,0,3,0,0,771,MISSING,MISSING,0,0,0,2,2,0,1,1
3484361,MISSING,0,14,13,0,112250,0,MISSING,5,0,2,30,36,34,1,MISSING,0,4,0,0,790,MISSING,MISSING,0,0,1,10,10,0,MISSING,MISSING
404645,OTHER,MISSING,13,,MISSING,37250,MISSING,MISSING,0,MISSING,,,64,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,4,MISSING,MISSING
3282713,OTHER,MISSING,11,,MISSING,80000,MISSING,MISSING,0,MISSING,,,71,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,10,MISSING,2,MISSING,MISSING
1550851,MISSING,0,13,7.5,1,80000,0,MISSING,0,0,3,21,85,82,MISSING,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,0,2,1,2,0,MISSING,MISSING
2763486,0,0,13,12,0,22250,1,MISSING,0,0,10,32,48,38,MISSING,0,MISSING,4,0,0,772,MISSING,MISSING,0,1,1,12,12,5,2,2
1534361,MISSING,0,12,13,0,27250,0,MISSING,0,0,4,33,36,32,1,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,1,1,4,10,3,0,MISSING,MISSING
1780475,OTHER,MISSING,20,,MISSING,112250,MISSING,MISSING,0,MISSING,,,47,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,12,MISSING,4,MISSING,MISSING
518481,MISSING,0,16,16,0,137250,0,MISSING,0,0,1,26,48,49,MISSING,MISSING,MISSING,MISSING,0,MISSING,,MISSING,MISSING,,0,4,10,10,0,MISSING,MISSING
894795,OTHER,MISSING,16,,MISSING,11250,MISSING,MISSING,0,MISSING,,,79,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,5,MISSING,4,MISSING,MISSING
1441235,OTHER,MISSING,13,,MISSING,80000,MISSING,MISSING,0,MISSING,,,23,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,2,MISSING,4,MISSING,MISSING
666686,0,0,16,17,2,80000,1,MISSING,4,0,3,57,68,71,MISSING,0,MISSING,4,0,0,802,MISSING,MISSING,1,1,1,11,10,5,1,1
754281,MISSING,0,16,16,2,37250,0,MISSING,0,0,0,18,28,28,1,MISSING,0,4,0,0,786,MISSING,MISSING,0,0,0,0,0,0,1,0
1760353,0,0,16,13,0,55000,0,MISSING,0,0,14,35,35,21,0,0,MISSING,4,0,0,776,MISSING,MISSING,1,2,1,1,12,2,2,MISSING
602406,0,0,16,13,2,37250,0,MISSING,1,1,4,40,40,36,0,MISSING,MISSING,4,1,MISSING,,MISSING,MISSING,0,1,1,0,1,5,MISSING,MISSING
1883321,MISSING,0,16,7.5,2,92250,0,MISSING,3,5,6,18,32,38,0,MISSING,0,2,0,0,769,MISSING,MISSING,0,1,1,7,2,0,3,1
2476633,OTHER,MISSING,13,,MISSING,32250,MISSING,MISSING,0,MISSING,,,63,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,1,MISSING,2,MISSING,MISSING
4389802,OTHER,MISSING,10,,MISSING,32250,MISSING,MISSING,0,MISSING,,,80,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,1,MISSING,1,MISSING,MISSING
1847485,OTHER,MISSING,16,,MISSING,6250,MISSING,MISSING,5,MISSING,,,48,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,4,MISSING,MISSING
1261401,MISSING,0,12,12,0,55000,0,MISSING,0,0,4,25,40,36,1,MISSING,0,4,0,0,776,MISSING,MISSING,0,0,0,12,2,0,2,0
105515,OTHER,MISSING,16,,MISSING,45000,MISSING,MISSING,0,MISSING,,,51,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,4,MISSING,4,MISSING,MISSING
2181421,MISSING,0,12,14,0,55000,0,MISSING,0,0,3,18,42,45,1,MISSING,0,3,0,0,772,MISSING,MISSING,0,1,2,1,1,0,1,1
1294631,MISSING,0,12,14,0,45000,0,MISSING,0,0,2,21,63,61,MISSING,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,0,2,0,0,0,MISSING,MISSING
3469346,MISSING,0,12,12,1,45000,0,MISSING,0,0,1,30,34,33,0,MISSING,1,3,1,1,796,MISSING,MISSING,1,0,4,0,11,5,MISSING,MISSING
4467381,MISSING,0,12,12,2,80000,0,MISSING,0,0,1,18,38,39,1,MISSING,0,3,0,0,739,MISSING,MISSING,0,1,1,12,12,0,MISSING,MISSING
4175506,0,0,9,12,1,22250,0,MISSING,0,0,5,19,50,55,MISSING,MISSING,MISSING,2,1,MISSING,,MISSING,MISSING,0,1,2,2,13,5,MISSING,MISSING
2197361,MISSING,0,13,16,0,45000,0,MISSING,5,5,3,13,36,33,1,MISSING,0,3,0,0,787,MISSING,MISSING,0,1,2,2,2,0,MISSING,MISSING
2519493,0,0,16,14,2,32250,0,MISSING,0,0,1,39,49,48,1,0,MISSING,3,0,0,758,MISSING,MISSING,0,0,1,0,0,2,2,2
1800341,MISSING,0,12,12,0,45000,0,MISSING,0,0,9,28,34,43,1,MISSING,0,4,0,0,786,MISSING,MISSING,0,0,0,10,10,0,0,0
1908381,MISSING,0,12,14,0,22250,0,MISSING,0,0,1,25,38,39,1,MISSING,0,4,0,0,860,MISSING,MISSING,0,0,0,1,10,0,MISSING,MISSING
1121235,0,0,14,16,2,112250,0,MISSING,0,0,11,23,23,34,0,0,MISSING,3,0,0,775,MISSING,MISSING,0,1,1,2,2,4,1,MISSING
700396,0,0,17,17,0,112250,1,MISSING,5,0,0,19,39,39,1,0,MISSING,4,0,0,788,MISSING,MISSING,0,1,1,1,1,5,1,0
2604475,OTHER,MISSING,14,,MISSING,27250,MISSING,MISSING,0,MISSING,,,47,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,2,MISSING,12,MISSING,4,MISSING,MISSING
3117445,0,0,12,5.5,0,27250,0,MISSING,5,5,0,40,44,44,0,0,MISSING,2,0,0,783,MISSING,MISSING,0,1,1,2,2,4,3,1
4362533,0,0,13,12,0,55000,0,MISSING,0,5,6,47,53,47,0,0,MISSING,4,0,0,739,MISSING,MISSING,0,1,4,12,2,2,0,MISSING
1735441,MISSING,0,16,17,0,200000,0,MISSING,0,0,2,30,44,42,1,MISSING,0,3,0,0,847,MISSING,MISSING,0,0,0,9,9,0,2,1
3498401,MISSING,0,17,17,0,92250,0,MISSING,0,0,0,32,40,40,1,MISSING,0,4,0,0,779,MISSING,MISSING,0,1,1,1,0,0,1,1
2318566,0,0,13,14,2,67250,1,MISSING,0,0,12,36,56,44,1,0,MISSING,4,0,0,846,MISSING,MISSING,0,1,1,12,1,5,1,1
3259601,MISSING,0,16,20,2,112250,0,MISSING,0,0,2,47,60,62,MISSING,MISSING,0,4,0,0,783,MISSING,MISSING,0,1,1,2,9,0,1,1
1592631,MISSING,0,12,12,2,80000,0,MISSING,0,1,18,43,63,45,MISSING,MISSING,0,3,0,0,845,MISSING,MISSING,0,1,0,2,2,0,1,1
1334261,MISSING,0,17,16,0,80000,0,MISSING,0,0,2,19,26,28,1,MISSING,0,4,0,0,801,MISSING,MISSING,0,1,1,2,2,0,1,MISSING
570541,MISSING,0,12,13,0,112250,0,MISSING,5,0,8,46,54,46,MISSING,MISSING,0,4,0,0,762,MISSING,MISSING,0,1,1,2,2,0,1,0
745435,0,0,17,17,0,112250,0,MISSING,0,1,8,,43,35,MISSING,MISSING,MISSING,3,0,MISSING,,MISSING,MISSING,1,0,4,2,1,4,MISSING,MISSING
1625871,MISSING,0,12,12,0,45000,0,MISSING,0,0,5,26,87,82,MISSING,MISSING,0,2,0,0,779,MISSING,MISSING,0,1,4,4,4,0,2,1
2460536,MISSING,0,16,16,0,92250,0,MISSING,5,0,7,52,53,60,1,MISSING,0,4,0,0,772,MISSING,MISSING,1,1,1,12,10,5,1,1
4264415,OTHER,MISSING,12,,MISSING,55000,MISSING,MISSING,0,MISSING,,,41,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,1,MISSING,4,MISSING,MISSING
4247671,MISSING,0,17,16,0,92250,0,MISSING,0,0,1,20,67,66,MISSING,MISSING,0,4,0,0,739,MISSING,MISSING,0,0,0,10,10,0,1,1
1265752,MISSING,OTHER,12,12,0,8750,0,MISSING,0,0,0,16,75,75,MISSING,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,0,4,11,10,1,MISSING,MISSING
2047493,0,0,16,17,1,67250,1,MISSING,0,0,1,49,49,50,MISSING,MISSING,MISSING,3,1,MISSING,,MISSING,MISSING,1,1,1,1,4,2,MISSING,MISSING
1932416,MISSING,0,17,13,1,200000,1,MISSING,3,3,5,25,41,36,1,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,1,1,12,10,5,MISSING,MISSING
1159593,OTHER,MISSING,12,,MISSING,2500,MISSING,MISSING,0,MISSING,,,59,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,10,MISSING,2,MISSING,MISSING
3710375,0,0,14,16,2,17250,1,MISSING,1,1,11,33,37,26,0,MISSING,MISSING,2,1,MISSING,,MISSING,MISSING,0,1,1,0,0,4,MISSING,MISSING
3723591,MISSING,0,13,13,0,67250,0,MISSING,0,0,0,23,59,59,MISSING,MISSING,MISSING,2,MISSING,MISSING,,MISSING,MISSING,0,1,1,1,1,0,MISSING,MISSING
3308311,MISSING,0,16,16,2,80000,0,MISSING,0,0,3,22,31,34,1,MISSING,0,4,0,0,789,MISSING,MISSING,0,1,1,1,12,0,2,1
1158513,OTHER,MISSING,13,,MISSING,32250,MISSING,MISSING,0,MISSING,,,51,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,10,MISSING,2,MISSING,MISSING
1746605,OTHER,MISSING,12,,MISSING,17250,MISSING,MISSING,0,MISSING,,,60,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,0,MISSING,4,MISSING,MISSING
2005323,OTHER,MISSING,12,,MISSING,37250,MISSING,MISSING,0,MISSING,,,32,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,2,MISSING,11,MISSING,2,MISSING,MISSING
2421673,OTHER,MISSING,12,,MISSING,17250,MISSING,MISSING,0,MISSING,,,67,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,1,MISSING,2,MISSING,MISSING
3345295,0,0,16,17,2,11250,1,MISSING,0,0,0,21,29,29,0,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,1,2,12,12,4,MISSING,MISSING
2896195,OTHER,MISSING,13,,MISSING,80000,MISSING,MISSING,0,MISSING,,,19,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,2,MISSING,4,MISSING,MISSING
